居住開始年	控除率	控除期間[年]	借入限度額[円]	合計所得金額上限[円]	適用終了年	出典
2022	0.70%	13	50000000	20000000	2025	租税特別措置法（昭和三十二年法律第二十六号）第41条。控除率は第4項第2号（令和四年から令和十二年まで 〇・七パーセント）、控除期間は第1項（令和四年入居は十三年間）、合計所得金額上限は第1項（二千万円）、借入限度額は第7項第1号ロ（令和四年入居の認定住宅 五千万円）。認定住宅に当たるかどうかは世帯が入力で選ぶ。原文の引用と根拠は README.md「住宅ローン控除は条文と申告書の両方が要る」。原本は testdata/law/egov/租税特別措置法-第41条.xml
