適用開始年	県民税率	市民税率	指定都市	適用終了年	出典
2007	4.00%	6.00%	いいえ	無期限	https://www.city.setagaya.lg.jp/documents/218/20260604_r8.pdf（区税ガイドブック 第3章。所得割の税率 特別区民税6%・都民税4%）。原本は testdata/law/setagaya/r8-kuzei-guidebook-3.md
