適用開始年	固定資産税率	都市計画税率	住宅用地特例分母（固定資産税）	住宅用地特例分母（都市計画税）	新築住宅減額割合	新築住宅減額年数	適用終了年	出典
不明	1.40%	0.27%	6	3	50%	3	無期限	八王子市「都市計画税とは」都市計画税は「課税標準額×税率（100分の0.27）」、小規模住宅用地は「評価額(価格) × 3分の1」、一般住宅用地は「3分の2」。固定資産税率 1.4% と新築住宅の減額（2分の1・3年度分）は地方税法第350条第1項および地方税法附則第15条の6による。原本は testdata/law/hachioji/toshikeikaku.md と testdata/law/hachioji/kotei.md
