適用開始年	県民税率	市民税率	指定都市	適用終了年	出典
2007	4.00%	6.00%	いいえ	無期限	八王子市「税率」所得割の税率は 市民税 6パーセント・都民税 4パーセント（地方税法第35条・第314条の3の標準税率）。原本は testdata/law/hachioji/zeikin-zeiritsu.md
