適用開始年	均等割非課税限度額の一人あたり[円]	均等割非課税限度額の加算額[円]	適用終了年	出典
不明	350000	210000	無期限	八王子市「税額の計算方法」非課税基準の金額＝35万円×（本人＋同一生計配偶者（控除対象配偶者）＋扶養親族の数）＋31万円。八王子市は 1 級地であり、一人あたり 35 万円である。31 万円のうち 10 万円は令和3年度からの加算で級地によらないため law.ResidentExemptionBase が持ち、ここには残り 21 万円を書く。原本は testdata/law/hachioji/zeikin-keisan.md
